Namespace,Key,Full Key Path,English Text,Polski,Română,Español,Português,Deutsch,Français,العربية,Български,Context/Notes
onboarding,invoicing.options.selfInvoicing.features.fullControl,onboarding:invoicing.options.selfInvoicing.features.fullControl,Full control,,,,,,,,,
onboarding,invoicing.options.selfInvoicing.features.bestFor,onboarding:invoicing.options.selfInvoicing.features.bestFor,Best for self-employed,,,,,,,,,
onboarding,invoicing.options.versoBasic.label,onboarding:invoicing.options.versoBasic.label,Verso Basic,,,,,,,,,
onboarding,invoicing.options.versoBasic.cost,onboarding:invoicing.options.versoBasic.cost,£10,,,,,,,,,
onboarding,invoicing.options.versoBasic.description,onboarding:invoicing.options.versoBasic.description,Professional invoicing service,,,,,,,,,
onboarding,invoicing.options.versoBasic.features.invoicing,onboarding:invoicing.options.versoBasic.features.invoicing,Invoicing service,,,,,,,,,
onboarding,invoicing.options.versoBasic.features.insurance,onboarding:invoicing.options.versoBasic.features.insurance,Public liability insurance,,,,,,,,,
onboarding,invoicing.options.versoBasic.features.ltdCompany,onboarding:invoicing.options.versoBasic.features.ltdCompany,Requires Ltd company,,,,,,,,,
onboarding,invoicing.options.versoFull.label,onboarding:invoicing.options.versoFull.label,Verso Full,,,,,,,,,
onboarding,invoicing.options.versoFull.cost,onboarding:invoicing.options.versoFull.cost,£30,,,,,,,,,
onboarding,invoicing.options.versoFull.description,onboarding:invoicing.options.versoFull.description,Complete accounting service,,,,,,,,,
onboarding,invoicing.options.versoFull.features.fullInvoicing,onboarding:invoicing.options.versoFull.features.fullInvoicing,Full invoicing,,,,,,,,,
onboarding,invoicing.options.versoFull.features.accounting,onboarding:invoicing.options.versoFull.features.accounting,Accounting & tax returns,,,,,,,,,
onboarding,invoicing.options.versoFull.features.insurance,onboarding:invoicing.options.versoFull.features.insurance,Public liability insurance,,,,,,,,,
onboarding,invoicing.options.versoFull.features.ltdCompany,onboarding:invoicing.options.versoFull.features.ltdCompany,Requires Ltd company,,,,,,,,,
onboarding,invoicing.perWeek,onboarding:invoicing.perWeek,/week,,,,,,,,,
onboarding,invoicing.info,onboarding:invoicing.info,This affects your weekly deductions. You can change this anytime in Settings.,,,,,,,,,
onboarding,invoicing.step,onboarding:invoicing.step,Step 2 of 4,,,,,,,,,
onboarding,vanHire.title,onboarding:vanHire.title,Do you have a van on hire?,,,,,,,,,
onboarding,vanHire.subtitle,onboarding:vanHire.subtitle,"We can help you track van costs, deposits, and mileage",,,,,,,,,
onboarding,vanHire.yesAddVan,onboarding:vanHire.yesAddVan,"Yes, Add My Van",,,,,,,,,
onboarding,vanHire.yesDescription,onboarding:vanHire.yesDescription,Set up van hire details and start tracking costs,,,,,,,,,
onboarding,vanHire.noSkip,onboarding:vanHire.noSkip,"No, Skip This Step",,,,,,,,,
onboarding,vanHire.noDescription,onboarding:vanHire.noDescription,I don't have a van or I'll add it later,,,,,,,,,
onboarding,vanHire.info,onboarding:vanHire.info,You can add or manage van hires anytime from the Van Management page,,,,,,,,,
onboarding,vanHire.step,onboarding:vanHire.step,Step 3 of 4,,,,,,,,,
onboarding,vanHireForm.title,onboarding:vanHireForm.title,Add Your Van Hire,,,,,,,,,
onboarding,vanHireForm.subtitle,onboarding:vanHireForm.subtitle,Enter your van details to start tracking costs and deposits,,,,,,,,,
onboarding,vanHireForm.vanType,onboarding:vanHireForm.vanType,Van Type,,,,,,,,,
onboarding,vanHireForm.vanTypeFleet,onboarding:vanHireForm.vanTypeFleet,Fleet (£250/week),,,,,,,,,
onboarding,vanHireForm.vanTypeFlexi,onboarding:vanHireForm.vanTypeFlexi,Flexi (£100-250/week),,,,,,,,,
onboarding,vanHireForm.vanTypeFleetHelp,onboarding:vanHireForm.vanTypeFleetHelp,Fixed rate rental van at £250 per week,,,,,,,,,
onboarding,vanHireForm.vanTypeFlexiHelp,onboarding:vanHireForm.vanTypeFlexiHelp,Company van with variable weekly cost (£100-250),,,,,,,,,
onboarding,vanHireForm.registration,onboarding:vanHireForm.registration,Registration Number,,,,,,,,,
onboarding,vanHireForm.registrationPlaceholder,onboarding:vanHireForm.registrationPlaceholder,"e.g., AB12 CDE",,,,,,,,,
onboarding,vanHireForm.onHireDate,onboarding:vanHireForm.onHireDate,On-Hire Date,,,,,,,,,
onboarding,vanHireForm.onHireDateHelp,onboarding:vanHireForm.onHireDateHelp,When did you start hiring this van?,,,,,,,,,
onboarding,vanHireForm.weeklyRate,onboarding:vanHireForm.weeklyRate,Weekly Rate,,,,,,,,,
onboarding,vanHireForm.weeklyRateFleetHelp,onboarding:vanHireForm.weeklyRateFleetHelp,Fleet vans are £250/week (fixed),,,,,,,,,
onboarding,vanHireForm.weeklyRateFlexiHelp,onboarding:vanHireForm.weeklyRateFlexiHelp,Flexi vans range from £100-250/week,,,,,,,,,
onboarding,vanHireForm.depositInfo,onboarding:vanHireForm.depositInfo,"We'll automatically track your deposit payments (£25 for your first 2 pay cheques, then £50 per pay cheque until you reach £500 total).",,,,,,,,,
onboarding,vanHireForm.depositInfoTitle,onboarding:vanHireForm.depositInfoTitle,Deposit tracking:,,,,,,,,,
onboarding,vanHireForm.step,onboarding:vanHireForm.step,Step 3 of 4,,,,,,,,,
onboarding,vanHireForm.addVan,onboarding:vanHireForm.addVan,Add Van,,,,,,,,,
onboarding,success.title,onboarding:success.title,You're All Set! 🎉,,,,,,,,,
onboarding,success.subtitle,onboarding:success.subtitle,Your pay tracking is ready to go. Here's what you can do:,,,,,,,,,
onboarding,success.startTracking,onboarding:success.startTracking,Start Tracking,,,,,,,,,
onboarding,success.step,onboarding:success.step,Step 4 of 4,,,,,,,,,
onboarding,success.features.calendar.title,onboarding:success.features.calendar.title,Calendar,,,,,,,,,
onboarding,success.features.calendar.description,onboarding:success.features.calendar.description,"Track daily work, sweeps, and mileage with a visual weekly view",,,,,,,,,
onboarding,success.features.dashboard.title,onboarding:success.features.dashboard.title,Dashboard,,,,,,,,,
onboarding,success.features.dashboard.description,onboarding:success.features.dashboard.description,"Quick adds for work, sweeps, and odometer readings. See payment breakdowns.",,,,,,,,,
onboarding,success.features.vanManagement.title,onboarding:success.features.vanManagement.title,Van Management,,,,,,,,,
onboarding,success.features.vanManagement.description,onboarding:success.features.vanManagement.description,"Track van hire costs, deposits, and off-hire dates",,,,,,,,,
onboarding,success.features.settings.title,onboarding:success.features.settings.title,Settings,,,,,,,,,
onboarding,success.features.settings.description,onboarding:success.features.settings.description,"Customize rates, mileage, and invoicing service anytime",,,,,,,,,
onboarding,success.tour.title,onboarding:success.tour.title,Want to see how it works first?,,,,,,,,,
onboarding,success.tour.description,onboarding:success.tour.description,Take a quick guided tour of the dashboard to explore all features,,,,,,,,,
onboarding,success.tour.button,onboarding:success.tour.button,Take Interactive Tour,,,,,,,,,
onboarding,tour.steps.dashboardQuickAddWork.title,onboarding:tour.steps.dashboardQuickAddWork.title,Quick Add Work,,,,,,,,,
onboarding,tour.steps.dashboardQuickAddWork.description,onboarding:tour.steps.dashboardQuickAddWork.description,Add today's work quickly from the dashboard. Select your route type and the app auto-calculates your daily rate.,,,,,,,,,
onboarding,tour.steps.dashboardPayment.title,onboarding:tour.steps.dashboardPayment.title,Payment This Week,,,,,,,,,
onboarding,tour.steps.dashboardPayment.description,onboarding:tour.steps.dashboardPayment.description,See your expected bank deposit with full breakdown. This shows Week N-2 standard pay plus Week N-6 performance bonus.,,,,,,,,,
onboarding,tour.steps.dashboardVanStatus.title,onboarding:tour.steps.dashboardVanStatus.title,Van Status,,,,,,,,,
onboarding,tour.steps.dashboardVanStatus.description,onboarding:tour.steps.dashboardVanStatus.description,Track your van deposit progress and weekly costs. See how much you've paid and how much remains to reach £500.,,,,,,,,,
onboarding,tour.steps.calendarNavigation.title,onboarding:tour.steps.calendarNavigation.title,Week Navigation,,,,,,,,,
onboarding,tour.steps.calendarNavigation.description,onboarding:tour.steps.calendarNavigation.description,"Navigate between weeks to view past and future work. Use Previous, Today, and Next buttons or jump to a specific week.",,,,,,,,,
onboarding,tour.steps.calendarDayCell.title,onboarding:tour.steps.calendarDayCell.title,Day Cells,,,,,,,,,
onboarding,tour.steps.calendarDayCell.description,onboarding:tour.steps.calendarDayCell.description,"Click any day to view details or add work. Each cell shows route type, pay, sweeps, and mileage at a glance.",,,,,,,,,
onboarding,tour.steps.calendarWeekSummary.title,onboarding:tour.steps.calendarWeekSummary.title,Week Summary,,,,,,,,,
onboarding,tour.steps.calendarWeekSummary.description,onboarding:tour.steps.calendarWeekSummary.description,"Full pay breakdown including base pay, 6-day bonus, sweeps, mileage, and van costs. Enter performance rankings here too.",,,,,,,,,
onboarding,tour.steps.calendarPaymentThisWeek.title,onboarding:tour.steps.calendarPaymentThisWeek.title,Payment This Week,,,,,,,,,
onboarding,tour.steps.calendarPaymentThisWeek.description,onboarding:tour.steps.calendarPaymentThisWeek.description,See what's hitting your bank account this week. Standard pay from 2 weeks ago plus performance bonus from 6 weeks ago.,,,,,,,,,
onboarding,tour.steps.vanManagementTop.title,onboarding:tour.steps.vanManagementTop.title,Van Management - Add & Track,,,,,,,,,
onboarding,tour.steps.vanManagementTop.description,onboarding:tour.steps.vanManagementTop.description,Use this top section to add new van hires and track your deposit progress. The deposit tracker shows how much you've paid and what remains.,,,,,,,,,
onboarding,tour.steps.vanManagementBottom.title,onboarding:tour.steps.vanManagementBottom.title,Van Management - Van History,,,,,,,,,
onboarding,tour.steps.vanManagementBottom.description,onboarding:tour.steps.vanManagementBottom.description,"View all your van hires here. See active vans, off-hired vans, and manage your complete van history.",,,,,,,,,
onboarding,tour.steps.tourComplete.title,onboarding:tour.steps.tourComplete.title,Ready to Track Your Pay!,,,,,,,,,
onboarding,tour.steps.tourComplete.description,onboarding:tour.steps.tourComplete.description,"You've completed the tour! Click the Quick Add Work tile above to log your first day, or explore at your own pace.",,,,,,,,,
onboarding,tour.nextButton,onboarding:tour.nextButton,Next,,,,,,,,,
onboarding,tour.backButton,onboarding:tour.backButton,Back,,,,,,,,,
onboarding,tour.exitTour,onboarding:tour.exitTour,Exit Tour,,,,,,,,,
onboarding,tour.stepProgress,onboarding:tour.stepProgress,{{current}} of {{total}},,,,,,,,,
onboarding,modal.title,onboarding:modal.title,Onboarding Wizard,,,,,,,,,
onboarding,modal.description,onboarding:modal.description,Complete the setup process to get started with Wager,,,,,,,,,
onboarding,toast.vanAdded,onboarding:toast.vanAdded,Van hire added successfully!,,,,,,,,,
onboarding,toast.vanAddFailed,onboarding:toast.vanAddFailed,Failed to add van hire. You can add it later from Van Management.,,,,,,,,,
onboarding,toast.welcomeMessage,onboarding:toast.welcomeMessage,Welcome to Wager! Start tracking your pay.,,,,,,,,,
onboarding,toast.savingSettingsFailed,onboarding:toast.savingSettingsFailed,Failed to save settings. Please try again.,,,,,,,,,
settings,title,settings:title,Settings,,,,,,,,,
settings,tabs.finance,settings:tabs.finance,Finance Settings,,,,,,,,,
settings,tabs.user,settings:tabs.user,User Details,,,,,,,,,
settings,tabs.language,settings:tabs.language,Language,,,,,,,,,
settings,language.title,settings:language.title,Language Preference,,,,,,,,,
settings,language.selectLanguage,settings:language.selectLanguage,Select Language,,,,,,,,,
settings,language.description,settings:language.description,Choose your preferred language for the app interface,,,,,,,,,
settings,finance.title,settings:finance.title,Pay Rates,,,,,,,,,
settings,finance.description,settings:finance.description,Set your daily pay rates. These will be used to calculate your weekly earnings.,,,,,,,,,
settings,finance.warning,settings:finance.warning,These should only be changed on the week that pay rates change.,,,,,,,,,
settings,finance.normalRate,settings:finance.normalRate,Normal Route Rate,,,,,,,,,
settings,finance.drsRate,settings:finance.drsRate,DRS/Missort Route Rate,,,,,,,,,
settings,finance.normalRateDefault,settings:finance.normalRateDefault,Default: £160 per day,,,,,,,,,
settings,finance.drsRateDefault,settings:finance.drsRateDefault,Default: £100 per day,,,,,,,,,
settings,finance.sixDayBonusTitle,settings:finance.sixDayBonusTitle,6-Day Week Bonus:,,,,,,,,,
settings,finance.sixDayBonusDescription,settings:finance.sixDayBonusDescription,You automatically receive a flat £30 bonus when working exactly 6 days in a week (any route type combination).,,,,,,,,,
settings,finance.invoicingTitle,settings:finance.invoicingTitle,Invoicing & Accounting,,,,,,,,,
settings,finance.invoicingDescription,settings:finance.invoicingDescription,Choose how you handle invoicing and tax returns. Costs are deducted from your weekly standard pay.,,,,,,,,,
settings,finance.serviceProvider,settings:finance.serviceProvider,Service Provider,,,,,,,,,
settings,finance.serviceProviderPlaceholder,settings:finance.serviceProviderPlaceholder,Select invoicing service,,,,,,,,,
settings,finance.selfInvoicingCost,settings:finance.selfInvoicingCost,£0/week,,,,,,,,,
settings,finance.versoBasicCost,settings:finance.versoBasicCost,£10/week,,,,,,,,,
settings,finance.versoFullCost,settings:finance.versoFullCost,£30/week,,,,,,,,,
settings,finance.selfInvoicingDescription,settings:finance.selfInvoicingDescription,Handle your own invoicing and tax returns,,,,,,,,,
settings,finance.versoBasicDescription,settings:finance.versoBasicDescription,Professional invoicing + public liability insurance (requires Ltd company),,,,,,,,,
settings,finance.versoFullDescription,settings:finance.versoFullDescription,Full invoicing + accounting + tax returns + insurance (requires Ltd company),,,,,,,,,
settings,finance.loadingSettings,settings:finance.loadingSettings,Loading settings...,,,,,,,,,
settings,finance.savingButton,settings:finance.savingButton,Saving...,,,,,,,,,
settings,finance.saveButton,settings:finance.saveButton,Save Settings,,,,,,,,,
settings,user.title,settings:user.title,Profile Information,,,,,,,,,
settings,user.description,settings:user.description,"Update your personal information. Display name is required, while first and last names are optional.",,,,,,,,,
settings,user.displayName,settings:user.displayName,Display Name,,,,,,,,,
settings,user.displayNameRequired,settings:user.displayNameRequired,Display Name *,,,,,,,,,
settings,user.displayNamePlaceholder,settings:user.displayNamePlaceholder,Enter your display name,,,,,,,,,
settings,user.displayNameHelp,settings:user.displayNameHelp,This is how you'll be identified in the app,,,,,,,,,
settings,user.firstName,settings:user.firstName,First Name,,,,,,,,,
settings,user.firstNamePlaceholder,settings:user.firstNamePlaceholder,Enter your first name (optional),,,,,,,,,
settings,user.lastName,settings:user.lastName,Last Name,,,,,,,,,
settings,user.lastNamePlaceholder,settings:user.lastNamePlaceholder,Enter your last name (optional),,,,,,,,,
settings,user.loadingUser,settings:user.loadingUser,Loading user details...,,,,,,,,,
settings,user.savingButton,settings:user.savingButton,Saving...,,,,,,,,,
settings,user.saveButton,settings:user.saveButton,Save Changes,,,,,,,,,
settings,user.dangerZoneTitle,settings:user.dangerZoneTitle,Danger Zone,,,,,,,,,
settings,user.deleteAccountTitle,settings:user.deleteAccountTitle,Delete Account,,,,,,,,,
settings,user.deleteAccountDescription,settings:user.deleteAccountDescription,Permanently delete your account and all associated data. This action cannot be undone.,,,,,,,,,
settings,user.deleteAccountButton,settings:user.deleteAccountButton,Delete My Account,,,,,,,,,
settings,onboarding.title,settings:onboarding.title,Onboarding,,,,,,,,,
settings,onboarding.description,settings:onboarding.description,Restart the onboarding wizard to see the setup process again or take the interactive dashboard tour.,,,,,,,,,
settings,onboarding.restartButton,settings:onboarding.restartButton,Restart Onboarding,,,,,,,,,
settings,onboarding.tourButton,settings:onboarding.tourButton,Take Dashboard Tour,,,,,,,,,
settings,restartDialog.title,settings:restartDialog.title,Restart Onboarding,,,,,,,,,
settings,restartDialog.description,settings:restartDialog.description,Choose how you'd like to restart the onboarding process,,,,,,,,,
settings,restartDialog.fullOnboardingTitle,settings:restartDialog.fullOnboardingTitle,Full Onboarding,,,,,,,,,
settings,restartDialog.fullOnboardingDescription,settings:restartDialog.fullOnboardingDescription,"Start completely fresh. This will delete all your entered data (work days, van hires, settings) and begin from scratch.",,,,,,,,,
settings,restartDialog.tourOnlyTitle,settings:restartDialog.tourOnlyTitle,Tour Only,,,,,,,,,
settings,restartDialog.tourOnlyDescription,settings:restartDialog.tourOnlyDescription,Keep your data and just view the interactive dashboard tour. Your real data won't be affected.,,,,,,,,,
settings,restartDialog.warningLabel,settings:restartDialog.warningLabel,Full Onboarding Warning:,,,,,,,,,
settings,restartDialog.warningText,settings:restartDialog.warningText,"This action cannot be undone. All work days, van hires, and settings will be permanently deleted.",,,,,,,,,
settings,restartDialog.cancelButton,settings:restartDialog.cancelButton,Cancel,,,,,,,,,
settings,deleteAccount.warningTitle,settings:deleteAccount.warningTitle,Delete Account - Final Warning,,,,,,,,,
settings,deleteAccount.warningDescription,settings:deleteAccount.warningDescription,Warning about permanent account deletion,,,,,,,,,
settings,deleteAccount.permanentHeading,settings:deleteAccount.permanentHeading,This action is PERMANENT and IRREVERSIBLE,,,,,,,,,
settings,deleteAccount.permanentText,settings:deleteAccount.permanentText,"Once you delete your account, there is no way to recover your data. This is not a temporary deactivation.",,,,,,,,,
settings,deleteAccount.dataDeletedHeading,settings:deleteAccount.dataDeletedHeading,The following data will be permanently deleted:,,,,,,,,,
settings,deleteAccount.dataList.profile,settings:deleteAccount.dataList.profile,Your user profile and account settings,,,,,,,,,
settings,deleteAccount.dataList.workDays,settings:deleteAccount.dataList.workDays,All work days and weekly pay data (every week you've tracked),,,,,,,,,
settings,deleteAccount.dataList.vanHires,settings:deleteAccount.dataList.vanHires,All van hire records and deposit information,,,,,,,,,
settings,deleteAccount.dataList.rankings,settings:deleteAccount.dataList.rankings,Performance rankings history,,,,,,,,,
settings,deleteAccount.dataList.mileage,settings:deleteAccount.dataList.mileage,Mileage tracking and pay rate history,,,,,,,,,
settings,deleteAccount.dataList.auth,settings:deleteAccount.dataList.auth,Your authentication credentials (you will be logged out),,,,,,,,,
settings,deleteAccount.alternativesHeading,settings:deleteAccount.alternativesHeading,Consider these alternatives:,,,,,,,,,
settings,deleteAccount.alternatives.stopUsing,settings:deleteAccount.alternatives.stopUsing,You can simply stop using the app without deleting your account,,,,,,,,,
settings,deleteAccount.alternatives.clearWeeks,settings:deleteAccount.alternatives.clearWeeks,You can clear individual weeks if you want to start fresh,,,,,,,,,
settings,deleteAccount.alternatives.resetRates,settings:deleteAccount.alternatives.resetRates,You can reset your pay rates in Settings if they've changed,,,,,,,,,
settings,deleteAccount.cancelButton,settings:deleteAccount.cancelButton,Cancel (Keep My Account),,,,,,,,,
settings,deleteAccount.proceedButton,settings:deleteAccount.proceedButton,I Understand - Proceed to Delete,,,,,,,,,
settings,deleteAccount.confirmTitle,settings:deleteAccount.confirmTitle,Confirm Account Deletion,,,,,,,,,
settings,deleteAccount.confirmDescription,settings:deleteAccount.confirmDescription,Final confirmation step for account deletion,,,,,,,,,
settings,deleteAccount.lastChance,settings:deleteAccount.lastChance,Last chance: Enter your credentials to permanently delete your account,,,,,,,,,
settings,deleteAccount.emailLabel,settings:deleteAccount.emailLabel,Your Email Address,,,,,,,,,
settings,deleteAccount.emailMatch,settings:deleteAccount.emailMatch,Must match: {{email}},,,,,,,,,
settings,deleteAccount.passwordLabel,settings:deleteAccount.passwordLabel,Your Password,,,,,,,,,
settings,deleteAccount.passwordPlaceholder,settings:deleteAccount.passwordPlaceholder,Enter your password to confirm,,,,,,,,,
settings,deleteAccount.passwordHelp,settings:deleteAccount.passwordHelp,We need to verify your identity before deletion,,,,,,,,,
settings,deleteAccount.confirmTextLabel,settings:deleteAccount.confirmTextLabel,"Type ""DELETE MY ACCOUNT"" to confirm",,,,,,,,,
settings,deleteAccount.confirmTextPlaceholder,settings:deleteAccount.confirmTextPlaceholder,DELETE MY ACCOUNT,,,,,,,,,
settings,deleteAccount.confirmTextHelp,settings:deleteAccount.confirmTextHelp,Type exactly as shown (case sensitive),,,,,,,,,
settings,deleteAccount.finalWarning,settings:deleteAccount.finalWarning,"After clicking ""Delete My Account Forever"", your data will be immediately and permanently deleted. You will be logged out and cannot undo this action.",,,,,,,,,
settings,deleteAccount.goBackButton,settings:deleteAccount.goBackButton,Go Back,,,,,,,,,
settings,deleteAccount.deletingButton,settings:deleteAccount.deletingButton,Deleting Account...,,,,,,,,,
settings,deleteAccount.deleteButton,settings:deleteAccount.deleteButton,Delete My Account Forever,,,,,,,,,
toast,auth.welcomeBack,toast:auth.welcomeBack,Welcome back!,,,,,,,,,
toast,auth.accountCreated,toast:auth.accountCreated,Account created successfully!,,,,,,,,,
toast,auth.passwordResetSent,toast:auth.passwordResetSent,Password reset email sent! Check your inbox and spam folder.,,,,,,,,,
toast,auth.passwordReset,toast:auth.passwordReset,Password reset successfully!,,,,,,,,,
toast,auth.loginFailed,toast:auth.loginFailed,Failed to login,,,,,,,,,
toast,auth.signupFailed,toast:auth.signupFailed,Failed to create account,,,,,,,,,
toast,auth.logoutFailed,toast:auth.logoutFailed,Failed to logout,,,,,,,,,
toast,auth.authFailed,toast:auth.authFailed,Authentication failed,,,,,,,,,
toast,auth.emailExists,toast:auth.emailExists,An account with this email already exists. Please login instead.,,,,,,,,,
toast,auth.resetEmailFailed,toast:auth.resetEmailFailed,Failed to send reset email,,,,,,,,,
toast,settings.saved,toast:settings.saved,Settings saved successfully!,,,,,,,,,
toast,settings.saveFailed,toast:settings.saveFailed,Failed to save settings,,,,,,,,,
toast,settings.languageUpdated,toast:settings.languageUpdated,Language updated successfully!,,,,,,,,,
toast,settings.languageUpdateFailed,toast:settings.languageUpdateFailed,Failed to update language,,,,,,,,,
toast,user.saved,toast:user.saved,User details saved successfully!,,,,,,,,,
toast,user.saveFailed,toast:user.saveFailed,Failed to save user details,,,,,,,,,
toast,user.loadFailed,toast:user.loadFailed,Failed to load user details,,,,,,,,,
toast,workDay.added,toast:workDay.added,Work added for today!,,,,,,,,,
toast,workDay.updated,toast:workDay.updated,Work updated!,,,,,,,,,
toast,workDay.deleted,toast:workDay.deleted,Work day deleted,,,,,,,,,
toast,workDay.addFailed,toast:workDay.addFailed,Failed to add work,,,,,,,,,
toast,workDay.updateFailed,toast:workDay.updateFailed,Failed to update work,,,,,,,,,
toast,workDay.deleteFailed,toast:workDay.deleteFailed,Failed to delete work day,,,,,,,,,
toast,workDay.createWeekFailed,toast:workDay.createWeekFailed,Failed to create week,,,,,,,,,
toast,workDay.alreadyExists,toast:workDay.alreadyExists,Work already exists for today,,,,,,,,,
toast,rankings.saved,toast:rankings.saved,Rankings saved successfully!,,,,,,,,,
toast,rankings.saveFailed,toast:rankings.saveFailed,Failed to save rankings,,,,,,,,,
toast,rankings.unableToSave,toast:rankings.unableToSave,Unable to save rankings,,,,,,,,,
toast,week.mileageRateUpdated,toast:week.mileageRateUpdated,Mileage rate updated!,,,,,,,,,
toast,week.mileageRateUpdateFailed,toast:week.mileageRateUpdateFailed,Failed to update mileage rate,,,,,,,,,
toast,week.cleared,toast:week.cleared,Week cleared successfully,,,,,,,,,
toast,week.clearFailed,toast:week.clearFailed,Failed to clear week,,,,,,,,,
toast,van.added,toast:van.added,Van hire added successfully,,,,,,,,,
toast,van.updated,toast:van.updated,Van hire updated successfully,,,,,,,,,
toast,van.offHired,toast:van.offHired,Van off-hired successfully,,,,,,,,,
toast,van.deleted,toast:van.deleted,Van hire deleted successfully,,,,,,,,,
toast,van.depositRefunded,toast:van.depositRefunded,Deposit refunded successfully,,,,,,,,,
toast,van.manualDepositSet,toast:van.manualDepositSet,Manual deposit set successfully,,,,,,,,,
toast,van.manualDepositCleared,toast:van.manualDepositCleared,Manual deposit cleared successfully,,,,,,,,,
toast,van.addFailed,toast:van.addFailed,Failed to add van hire,,,,,,,,,
toast,van.updateFailed,toast:van.updateFailed,Failed to update van hire,,,,,,,,,
toast,van.deleteFailed,toast:van.deleteFailed,Failed to delete van hire,,,,,,,,,
toast,van.offHireFailed,toast:van.offHireFailed,Failed to off-hire van,,,,,,,,,
toast,van.refundFailed,toast:van.refundFailed,Failed to refund deposit,,,,,,,,,
toast,van.loadFailed,toast:van.loadFailed,Failed to load van hires,,,,,,,,,
toast,van.depositAdjustFailed,toast:van.depositAdjustFailed,Failed to set deposit adjustment,,,,,,,,,
toast,van.depositClearFailed,toast:van.depositClearFailed,Failed to clear deposit adjustment,,,,,,,,,
toast,van.enterDeposit,toast:van.enterDeposit,Please enter a deposit amount,,,,,,,,,
toast,van.depositRange,toast:van.depositRange,Deposit must be between £0 and £500,,,,,,,,,
toast,van.enterOffHireDate,toast:van.enterOffHireDate,Please enter an off-hire date,,,,,,,,,
toast,van.refundExceedsDeposit,toast:van.refundExceedsDeposit,Refund amount cannot exceed deposit paid,,,,,,,,,
toast,onboarding.welcome,toast:onboarding.welcome,Welcome to Wager! Start tracking your pay.,,,,,,,,,
toast,onboarding.resetFailed,toast:onboarding.resetFailed,Failed to reset onboarding,,,,,,,,,
toast,onboarding.restartFailed,toast:onboarding.restartFailed,Failed to restart onboarding,,,,,,,,,
toast,deleteAccount.enterCredentials,toast:deleteAccount.enterCredentials,Please enter your email and password,,,,,,,,,
toast,deleteAccount.emailMismatch,toast:deleteAccount.emailMismatch,Email does not match your account email,,,,,,,,,
toast,deleteAccount.confirmTextMismatch,toast:deleteAccount.confirmTextMismatch,"Please type ""DELETE MY ACCOUNT"" exactly to confirm",,,,,,,,,
toast,deleteAccount.incorrectPassword,toast:deleteAccount.incorrectPassword,Incorrect password. Please try again.,,,,,,,,,
toast,deleteAccount.deleteFailed,toast:deleteAccount.deleteFailed,Failed to delete account. Please contact support.,,,,,,,,,
toast,deleteAccount.deleted,toast:deleteAccount.deleted,Your account has been permanently deleted,,,,,,,,,
toast,deleteAccount.unexpectedError,toast:deleteAccount.unexpectedError,An unexpected error occurred. Please try again.,,,,,,,,,
toast,general.error,toast:general.error,An error occurred,,,,,,,,,
toast,general.deleteAllFailed,toast:general.deleteAllFailed,Failed to delete data,,,,,,,,,
toast,general.creatingWeek,toast:general.creatingWeek,Creating week record...,,,,,,,,,
validation,required,validation:required,This field is required,,,,,,,,,
validation,email.invalid,validation:email.invalid,Invalid email address,,,,,,,,,
validation,email.required,validation:email.required,Email is required,,,,,,,,,
validation,password.minLength,validation:password.minLength,Password must be at least {{min}} characters,,,,,,,,,
validation,password.required,validation:password.required,Password is required,,,,,,,,,
validation,password.mismatch,validation:password.mismatch,Passwords do not match,,,,,,,,,
validation,displayName.required,validation:displayName.required,Display name is required,,,,,,,,,
validation,displayName.maxLength,validation:displayName.maxLength,Display name must be less than {{max}} characters,,,,,,,,,
validation,firstName.maxLength,validation:firstName.maxLength,First name must be less than {{max}} characters,,,,,,,,,
validation,lastName.maxLength,validation:lastName.maxLength,Last name must be less than {{max}} characters,,,,,,,,,
validation,rate.required,validation:rate.required,Rate is required,,,,,,,,,
validation,rate.positive,validation:rate.positive,Rate must be positive,,,,,,,,,
validation,rate.tooHigh,validation:rate.tooHigh,Rate too high,,,,,,,,,
validation,rate.wholeNumber,validation:rate.wholeNumber,Rate must be a whole number,,,,,,,,,
validation,sweeps.max,validation:sweeps.max,Maximum {{max}} sweeps per day,,,,,,,,,
validation,sweeps.negative,validation:sweeps.negative,Sweeps cannot be negative,,,,,,,,,
validation,mileage.negative,validation:mileage.negative,Mileage cannot be negative,,,,,,,,,
validation,mileage.required,validation:mileage.required,Mileage rate is required,,,,,,,,,
validation,mileage.max,validation:mileage.max,Mileage rate cannot exceed £{{max}} per mile,,,,,,,,,
validation,finance.normalRateRequired,validation:finance.normalRateRequired,Normal rate is required,,,,,,,,,
validation,finance.drsRateRequired,validation:finance.drsRateRequired,DRS rate is required,,,,,,,,,
validation,finance.rateWhole,validation:finance.rateWhole,Rate must be a whole number,,,,,,,,,
validation,finance.ratePositive,validation:finance.ratePositive,Rate must be positive,,,,,,,,,
validation,finance.rateTooHigh,validation:finance.rateTooHigh,Rate too high,,,,,,,,,
validation,workDay.maxDays,validation:workDay.maxDays,Cannot work more than 6 days per week (legal limit),,,,,,,,,
validation,workDay.routeRequired,validation:workDay.routeRequired,Route number required,,,,,,,,,
validation,workDay.dailyRateRequired,validation:workDay.dailyRateRequired,Daily rate is required for manual route entries,,,,,,,,,
