Namespace,Full Key Path,English Text
settings,settings:deleteAccount.confirmTextHelp,Type exactly as shown (case sensitive)
settings,settings:deleteAccount.finalWarning,"After clicking ""Delete My Account Forever"", your data will be immediately and permanently deleted. You will be logged out and cannot undo this action."
settings,settings:deleteAccount.goBackButton,Go Back
settings,settings:deleteAccount.deletingButton,Deleting Account...
settings,settings:deleteAccount.deleteButton,Delete My Account Forever
toast,toast:auth.welcomeBack,Welcome back!
toast,toast:auth.accountCreated,Account created successfully!
toast,toast:auth.passwordResetSent,Password reset email sent! Check your inbox and spam folder.
toast,toast:auth.passwordReset,Password reset successfully!
toast,toast:auth.loginFailed,Failed to login
toast,toast:auth.signupFailed,Failed to create account
toast,toast:auth.logoutFailed,Failed to logout
toast,toast:auth.authFailed,Authentication failed
toast,toast:auth.emailExists,An account with this email already exists. Please login instead.
toast,toast:auth.resetEmailFailed,Failed to send reset email
toast,toast:settings.saved,Settings saved successfully!
toast,toast:settings.saveFailed,Failed to save settings
toast,toast:settings.languageUpdated,Language updated successfully!
toast,toast:settings.languageUpdateFailed,Failed to update language
toast,toast:user.saved,User details saved successfully!
toast,toast:user.saveFailed,Failed to save user details
toast,toast:user.loadFailed,Failed to load user details
toast,toast:workDay.added,Work added for today!
toast,toast:workDay.updated,Work updated!
toast,toast:workDay.deleted,Work day deleted
toast,toast:workDay.addFailed,Failed to add work
toast,toast:workDay.updateFailed,Failed to update work
toast,toast:workDay.deleteFailed,Failed to delete work day
toast,toast:workDay.createWeekFailed,Failed to create week
toast,toast:workDay.alreadyExists,Work already exists for today
toast,toast:rankings.saved,Rankings saved successfully!
toast,toast:rankings.saveFailed,Failed to save rankings
toast,toast:rankings.unableToSave,Unable to save rankings
toast,toast:week.mileageRateUpdated,Mileage rate updated!
toast,toast:week.mileageRateUpdateFailed,Failed to update mileage rate
toast,toast:week.cleared,Week cleared successfully
toast,toast:week.clearFailed,Failed to clear week
toast,toast:van.added,Van hire added successfully
toast,toast:van.updated,Van hire updated successfully
toast,toast:van.offHired,Van off-hired successfully
toast,toast:van.deleted,Van hire deleted successfully
toast,toast:van.depositRefunded,Deposit refunded successfully
toast,toast:van.manualDepositSet,Manual deposit set successfully
toast,toast:van.manualDepositCleared,Manual deposit cleared successfully
toast,toast:van.addFailed,Failed to add van hire
toast,toast:van.updateFailed,Failed to update van hire
toast,toast:van.deleteFailed,Failed to delete van hire
toast,toast:van.offHireFailed,Failed to off-hire van
toast,toast:van.refundFailed,Failed to refund deposit
toast,toast:van.loadFailed,Failed to load van hires
toast,toast:van.depositAdjustFailed,Failed to set deposit adjustment
toast,toast:van.depositClearFailed,Failed to clear deposit adjustment
toast,toast:van.enterDeposit,Please enter a deposit amount
toast,toast:van.depositRange,Deposit must be between £0 and £500
toast,toast:van.enterOffHireDate,Please enter an off-hire date
toast,toast:van.refundExceedsDeposit,Refund amount cannot exceed deposit paid
toast,toast:onboarding.welcome,Welcome to Wager! Start tracking your pay.
toast,toast:onboarding.resetFailed,Failed to reset onboarding
toast,toast:onboarding.restartFailed,Failed to restart onboarding
toast,toast:deleteAccount.enterCredentials,Please enter your email and password
toast,toast:deleteAccount.emailMismatch,Email does not match your account email
toast,toast:deleteAccount.confirmTextMismatch,"Please type ""DELETE MY ACCOUNT"" exactly to confirm"
toast,toast:deleteAccount.incorrectPassword,Incorrect password. Please try again.
toast,toast:deleteAccount.deleteFailed,Failed to delete account. Please contact support.
toast,toast:deleteAccount.deleted,Your account has been permanently deleted
toast,toast:deleteAccount.unexpectedError,An unexpected error occurred. Please try again.
toast,toast:general.error,An error occurred
toast,toast:general.deleteAllFailed,Failed to delete data
toast,toast:general.creatingWeek,Creating week record...
validation,validation:required,This field is required
validation,validation:email.invalid,Invalid email address
validation,validation:email.required,Email is required
validation,validation:password.minLength,Password must be at least {{min}} characters
validation,validation:password.required,Password is required
validation,validation:password.mismatch,Passwords do not match
validation,validation:displayName.required,Display name is required
validation,validation:displayName.maxLength,Display name must be less than {{max}} characters
validation,validation:firstName.maxLength,First name must be less than {{max}} characters
validation,validation:lastName.maxLength,Last name must be less than {{max}} characters
validation,validation:rate.required,Rate is required
validation,validation:rate.positive,Rate must be positive
validation,validation:rate.tooHigh,Rate too high
validation,validation:rate.wholeNumber,Rate must be a whole number
validation,validation:sweeps.max,Maximum {{max}} sweeps per day
validation,validation:sweeps.negative,Sweeps cannot be negative
validation,validation:mileage.negative,Mileage cannot be negative
validation,validation:mileage.required,Mileage rate is required
validation,validation:mileage.max,Mileage rate cannot exceed £{{max}} per mile
validation,validation:finance.normalRateRequired,Normal rate is required
validation,validation:finance.drsRateRequired,DRS rate is required
validation,validation:finance.rateWhole,Rate must be a whole number
validation,validation:finance.ratePositive,Rate must be positive
validation,validation:finance.rateTooHigh,Rate too high
validation,validation:workDay.maxDays,Cannot work more than 6 days per week (legal limit)
validation,validation:workDay.routeRequired,Route number required
validation,validation:workDay.dailyRateRequired,Daily rate is required for manual route entries
validation,validation:van.registrationRequired,Registration is required
validation,validation:van.registrationTooLong,Registration too long
validation,validation:van.weeklyRateRequired,Weekly rate is required
validation,validation:van.rateWholeNumber,Rate must be a whole number
validation,validation:van.ratePositive,Rate must be positive
validation,validation:van.rateTooHigh,Rate too high
validation,validation:van.onHireDateRequired,On-hire date is required
validation,validation:van.offHireDateInvalid,Off-hire date must be on or after on-hire date
validation,validation:van.notesTooLong,Notes too long
validation,validation:string.minLength,Must be at least {{min}} characters
validation,validation:string.maxLength,Must be less than {{max}} characters
validation,validation:number.min,Must be at least {{min}}
validation,validation:number.max,Must be less than {{max}}
van,van:card.active,Active
van,van:card.ongoing,Ongoing
van,van:card.weeklyRate,Weekly Rate
van,van:card.duration,Duration
van,van:card.status,Status
van,van:card.refunded,Refunded
van,van:card.holdUntil,Hold until {{date}}
van,van:card.statusActive,Active
van,van:card.completed,Completed
van,van:modal.titleEdit,Edit Van Hire
van,van:modal.titleNew,New Van Hire
van,van:modal.registrationLabel,Registration Number *
van,van:modal.registrationPlaceholder,"e.g., AB12 CDE"
van,van:modal.vanTypeLabel,Van Type
van,van:modal.vanTypePlaceholder,Select type
van,van:modal.vanTypeFleet,Fleet (£250/week)
van,van:modal.vanTypeFlexi,Flexi (£100-£250/week)
van,van:modal.weeklyRateLabel,Weekly Rate (£) *
van,van:modal.onHireDateLabel,On-Hire Date *
van,van:modal.offHireDateLabel,Off-Hire Date
van,van:modal.offHireDateHelp,Leave empty if currently on-hire
van,van:modal.depositStatusTitle,Deposit Status
van,van:modal.depositCurrent,Current Deposit:
van,van:modal.depositAutoNote,Deposits are automatically calculated by the system based on weeks with any van
van,van:modal.notesLabel,Notes
van,van:modal.notesPlaceholder,Additional notes about this van hire...
van,van:modal.offHireButton,Off-Hire Van
van,van:modal.deleteButton,Delete
van,van:modal.refundDepositButton,Refund Deposit
van,van:modal.cancelButton,Cancel
van,van:modal.updateButton,Update
van,van:modal.createButton,Create
van,van:offHireDialog.title,Off-Hire Van
van,van:offHireDialog.description,Enter the date when the van was returned. The deposit will be held for 6 weeks.
van,van:offHireDialog.infoTitle,Important: Same-Day Van Swaps
van,van:offHireDialog.infoDescription,"The off-hire date is the last day you had the van. If you're picking up a new van the same morning you're returning this one, off-hire this van on the previous day to avoid counting the same day twice."
van,van:offHireDialog.dateLabel,Off-Hire Date *
van,van:offHireDialog.cancelButton,Cancel
van,van:offHireDialog.confirmButton,Confirm Off-Hire
van,van:refundDialog.title,Refund Deposit
van,van:refundDialog.description,Enter the refund amount (after deducting any damage costs).
van,van:refundDialog.amountLabel,Refund Amount (£) *
van,van:refundDialog.maxLabel,Max: £{{amount}}
van,van:refundDialog.cancelButton,Cancel
van,van:refundDialog.confirmButton,Confirm Refund
van,van:deleteDialog.title,Delete Van Hire?
van,van:deleteDialog.description,Are you sure you want to delete this van hire?
van,van:deleteDialog.registration,{{registration}}
van,van:deleteDialog.warning,This action cannot be undone.
van,van:deleteDialog.confirmButton,Delete
van,van:deleteDialog.cancelButton,Cancel
vanManagement,vanManagement:loading,Loading van hires...
vanManagement,vanManagement:pageTitle,Van Management
vanManagement,vanManagement:actions.newVanHire,New Van Hire
vanManagement,vanManagement:actions.setDeposit,Set Deposit
vanManagement,vanManagement:actions.clearDeposits,Clear Deposits
vanManagement,vanManagement:actions.addVanHire,Add Van Hire
vanManagement,vanManagement:depositSummary.title,Deposit Summary
vanManagement,vanManagement:depositSummary.subtitle,Cumulative deposit across all van hires
vanManagement,vanManagement:depositSummary.totalPaid,Total Paid
vanManagement,vanManagement:depositSummary.remaining,Remaining
vanManagement,vanManagement:depositSummary.target,Target
vanManagement,vanManagement:depositSummary.complete,Complete
vanManagement,vanManagement:depositSummary.inProgress,In Progress
vanManagement,vanManagement:activeVanAlert.title,You have an active van hire
vanManagement,vanManagement:activeVanAlert.subtitle,Off-hire your current van ({{registration}}) before adding a new one
vanManagement,vanManagement:history.title,Van Hire History
vanManagement,vanManagement:history.empty.title,No van hires yet
vanManagement,vanManagement:history.empty.subtitle,Add your first van hire to start tracking costs and deposits
vanManagement,vanManagement:depositModal.title,Set Manual Deposit
vanManagement,vanManagement:depositModal.infoTitle,💡 Deposits Already Paid
vanManagement,vanManagement:depositModal.infoText,Enter the total you've paid so far. We'll track new deposits from TODAY onwards—past weeks won't be counted.
vanManagement,vanManagement:depositModal.depositLimit,Deposit limit: £500
vanManagement,vanManagement:depositModal.label,Total Deposit Paid (£) *
vanManagement,vanManagement:depositModal.placeholder,"e.g., 250.00"
vanManagement,vanManagement:depositModal.maximum,Maximum: £500.00
vanManagement,vanManagement:depositModal.buttonSetting,Setting...
vanManagement,vanManagement:depositModal.buttonSet,Set Deposit
week-summary,week-summary:title,Week {{week}} Summary
week-summary,week-summary:noWorkDays,No work days logged for this week
week-summary,week-summary:totalEarnings,Total Earnings
week-summary,week-summary:payBreakdown.basePay,Base Pay ({{count}} {{days}})
week-summary,week-summary:payBreakdown.day,day
week-summary,week-summary:payBreakdown.days,days
week-summary,week-summary:payBreakdown.devicePayment,Device Payment ({{count}} {{days}})
week-summary,week-summary:payBreakdown.sixDayBonus,6-Day Bonus
week-summary,week-summary:payBreakdown.sweeps,Sweeps
week-summary,week-summary:payBreakdown.sweepsDetail,"({{given}} you helped, {{taken}} helped you)"
week-summary,week-summary:payBreakdown.mileage,Mileage ({{miles}} mi × £{{rate}})
week-summary,week-summary:payBreakdown.mileageRateLabel,Rate:
week-summary,week-summary:payBreakdown.mileagePerMile,/mi
week-summary,week-summary:payBreakdown.mileageEstBadge,Est
week-summary,week-summary:payBreakdown.mileageEstDisclaimer,Mileage Estimate:
week-summary,week-summary:payBreakdown.mileageEstDescription,Payment calculated using odometer miles ({{count}} {{days}}). Actual payment may differ based on Amazon's mileage calculations and rates. Update with Amazon mileage data for accuracy.
week-summary,week-summary:payBreakdown.missingMileageTitle,Missing Mileage Data:
week-summary,week-summary:payBreakdown.missingMileageDescription,No mileage entered for {{count}} {{dayLabel}}. Payment total will be inaccurate until mileage is added.
week-summary,week-summary:payBreakdown.vanHire,Van Hire
week-summary,week-summary:payBreakdown.vanDetail,{{registration}} ({{count}} {{days}})
week-summary,week-summary:payBreakdown.depositPayment,Deposit Payment
week-summary,week-summary:payBreakdown.invoicing,Invoicing ({{service}})
week-summary,week-summary:standardPay.title,Standard Pay
week-summary,week-summary:standardPay.paidWeek,Paid Week {{week}} ({{month}})
week-summary,week-summary:rankings.title,Performance Rankings
week-summary,week-summary:rankings.notAvailableYet,Rankings will be available from
week-summary,week-summary:rankings.weekOnwards,Week {{week}}
week-summary,week-summary:rankings.onwards,onwards.
week-summary,week-summary:rankings.releaseNote,Amazon typically releases performance rankings on Thursday of Week N+2 (two weeks after your work week).
week-summary,week-summary:rankings.updatePrompt,Update your performance rankings
week-summary,week-summary:rankings.enterPrompt,Enter rankings when they're released (usually Thursday after the work week)
week-summary,week-summary:rankings.yourPerformance,Your Performance
week-summary,week-summary:rankings.companyPerformance,Company Performance
week-summary,week-summary:rankings.saveButton,Save Rankings
week-summary,week-summary:rankings.savingButton,Saving...
week-summary,week-summary:rankings.cancelButton,Cancel
week-summary,week-summary:rankings.performanceBonus,Performance Bonus ({{count}} {{days}})
week-summary,week-summary:rankings.individualLabel,Individual:
week-summary,week-summary:rankings.companyLabel,Company:
week-summary,week-summary:rankings.paidWeek,Paid Week {{week}} ({{month}})
week-summary,week-summary:mileageDiscrepancy.title,Mileage Discrepancy
week-summary,week-summary:mileageDiscrepancy.detail,Van logged {{vanMiles}} miles vs Amazon paid {{amazonMiles}} miles
week-summary,week-summary:mileageDiscrepancy.fuelLoss,Estimated fuel loss: £{{amount}}
week-summary,week-summary:clearWeek.button,Clear Week
week-summary,week-summary:clearWeek.confirmTitle,Clear Week {{week}}?
week-summary,week-summary:clearWeek.confirmDescription,"This will permanently delete all work days, rankings, and snapshot data for Week {{week}}. This action cannot be undone."
week-summary,week-summary:clearWeek.confirmButton,Clear Week
week-summary,week-summary:clearWeek.cancelButton,Cancel
